feature,baseline_r2,permuted_r2,drop,drop_std
ewma_th_emb_28,0.1031903041660891,0.008542696028755303,0.008542696028755303,0.0007166092661395446
ewma_kq_emb_24,0.1031903041660891,0.008119963320523671,0.008119963320523671,0.0005713600125022278
ewma_kq_emb_4,0.1031903041660891,0.00793817775783463,0.00793817775783463,0.001014224471009758
ewma_kq_emb_2,0.1031903041660891,0.007804967946394048,0.007804967946394048,0.0010348349569339217
ewma_th_emb_7,0.1031903041660891,0.007713302557562085,0.007713302557562085,0.0010900628998924578
realized_vol_5d,0.1031903041660891,0.007348599110382392,0.007348599110382392,0.0008773168964321878
ewma_th_emb_10,0.1031903041660891,0.007315489833991018,0.007315489833991018,0.0007818806768966032
ewma_kq_emb_12,0.1031903041660891,0.006592686910910928,0.006592686910910928,0.000722864696040548
ewma_kq_emb_29,0.1031903041660891,0.006336580595909913,0.006336580595909913,0.0005352305409109912
ewma_kq_emb_7,0.1031903041660891,0.006253133632165864,0.006253133632165864,0.0005158713903544249
ewma_kq_emb_21,0.1031903041660891,0.006239862976386079,0.006239862976386079,0.00018341716139513674
ewma_th_emb_1,0.1031903041660891,0.00531858362056088,0.00531858362056088,0.00196408878693315
ewma_th_emb_2,0.1031903041660891,0.004695982565275436,0.004695982565275436,0.000511110576753104
ewma_th_emb_11,0.1031903041660891,0.004406286920693203,0.004406286920693203,0.00046520753385190884
ewma_th_emb_30,0.1031903041660891,0.0041011181014273925,0.0041011181014273925,0.00025327253344112447
ewma_kq_emb_3,0.1031903041660891,0.003758095462554589,0.003758095462554589,0.0012401661224105054
ewma_kq_emb_13,0.1031903041660891,0.0037285949131489636,0.0037285949131489636,0.0009647448661010065
ewma_th_emb_24,0.1031903041660891,0.003610545240745067,0.003610545240745067,0.0011967512168335889
ewma_kq_emb_18,0.1031903041660891,0.0035606161144903447,0.0035606161144903447,0.0004941220026309627
har_daily,0.1031903041660891,0.003093788897221872,0.003093788897221872,0.00027391234269073204
ewma_kq_emb_0,0.1031903041660891,0.0027833768071328533,0.0027833768071328533,0.0003563293405226516
ewma_th_emb_25,0.1031903041660891,0.0027363900706865118,0.0027363900706865118,0.0001699955308698119
ewma_kq_emb_27,0.1031903041660891,0.0023756748201571253,0.0023756748201571253,0.00024087073547112694
ewma_th_emb_14,0.1031903041660891,0.0018279319911702618,0.0018279319911702618,0.000297381401384599
ewma_th_emb_29,0.1031903041660891,0.0017053287597307066,0.0017053287597307066,0.00033229343824771763
ewma_kq_emb_26,0.1031903041660891,0.0014119932016407155,0.0014119932016407155,0.00040578094397175727
ewma_kq_emb_10,0.1031903041660891,0.0013894878788144993,0.0013894878788144993,0.00038535583046826174
ewma_th_emb_9,0.1031903041660891,0.0009736466491059304,0.0009736466491059304,0.00025748144764889196
ewma_kq_emb_31,0.1031903041660891,0.0009483841427074368,0.0009483841427074368,0.000383259924212884
ewma_th_emb_15,0.1031903041660891,0.0009013273800255961,0.0009013273800255961,0.0002149322168760931
ewma_kq_emb_15,0.1031903041660891,0.0008191055276373316,0.0008191055276373316,0.00047435498291579153
news_count_5d,0.1031903041660891,0.0008152590558982542,0.0008152590558982542,0.00027854538229323656
ewma_th_emb_23,0.1031903041660891,0.0007684431687075444,0.0007684431687075444,0.0002080476652729507
days_since_last_news,0.1031903041660891,0.0006505934010895276,0.0006505934010895276,0.00041887802375452127
th_emb_9,0.1031903041660891,0.0005894537955633883,0.0005894537955633883,0.0002661717998214008
ewma_th_emb_3,0.1031903041660891,0.0005132083941157273,0.0005132083941157273,8.627231169661182e-05
th_emb_11,0.1031903041660891,0.0004977229234528702,0.0004977229234528702,0.00013225216035239206
ewma_th_emb_13,0.1031903041660891,0.0004584529101252066,0.0004584529101252066,4.909833907983507e-05
ewma_th_emb_31,0.1031903041660891,0.000423284186798023,0.000423284186798023,6.49390267841027e-05
th_emb_2,0.1031903041660891,0.00040347957950230827,0.00040347957950230827,0.00022437803626797233
th_emb_25,0.1031903041660891,0.0003645246926938128,0.0003645246926938128,0.00020915367767331894
ewma_kq_emb_5,0.1031903041660891,0.00027709062407059725,0.00027709062407059725,2.404320422615947e-05
ewma_th_emb_27,0.1031903041660891,0.00023417740070335035,0.00023417740070335035,1.901630620629919e-05
th_emb_1,0.1031903041660891,0.0002026216446641582,0.0002026216446641582,0.00012965719172439147
th_emb_15,0.1031903041660891,0.0001542888510059015,0.0001542888510059015,6.94055980492268e-05
ewma_th_emb_19,0.1031903041660891,0.00014806777047366993,0.00014806777047366993,0.0002462598635215515
kq_emb_19,0.1031903041660891,0.00014524759372915863,0.00014524759372915863,3.2339635268118136e-05
kq_emb_25,0.1031903041660891,0.00013719290287272923,0.00013719290287272923,7.613153771535943e-05
th_emb_16,0.1031903041660891,0.00013410274814933397,0.00013410274814933397,0.0002175152828579937
th_emb_6,0.1031903041660891,0.00011047470915064306,0.00011047470915064306,5.126026251915886e-05
kq_topic_management_count,0.1031903041660891,9.725388104597776e-05,9.725388104597776e-05,1.3986183305218904e-05
kq_emb_11,0.1031903041660891,9.626488665110955e-05,9.626488665110955e-05,2.7179876149713122e-05
sentiment_mean,0.1031903041660891,8.555302217885252e-05,8.555302217885252e-05,2.380535090958259e-05
th_emb_19,0.1031903041660891,8.370526089067632e-05,8.370526089067632e-05,0.00011795620342160902
th_emb_4,0.1031903041660891,6.773549312446558e-05,6.773549312446558e-05,0.00010310689048851525
th_emb_5,0.1031903041660891,5.8424980937021866e-05,5.8424980937021866e-05,3.981301463870075e-05
th_emb_31,0.1031903041660891,5.216073400624577e-05,5.216073400624577e-05,3.332514564258514e-05
th_emb_20,0.1031903041660891,5.202400143746733e-05,5.202400143746733e-05,1.7778230267265584e-05
kq_topic_earnings_count,0.1031903041660891,5.040619613387865e-05,5.040619613387865e-05,1.3460384176995343e-05
kq_emb_15,0.1031903041660891,5.012075818164874e-05,5.012075818164874e-05,5.407529865436441e-05
th_emb_14,0.1031903041660891,4.980616109475644e-05,4.980616109475644e-05,4.239967569381665e-05
kq_emb_14,0.1031903041660891,4.59246006784042e-05,4.59246006784042e-05,8.07540811192322e-06
kq_emb_13,0.1031903041660891,4.538910817419861e-05,4.538910817419861e-05,1.4983549260750782e-05
realized_vol_20d,0.1031903041660891,4.297320043722408e-05,4.297320043722408e-05,1.0163063495672312e-05
ewma_kq_emb_14,0.1031903041660891,3.4618029234390055e-05,3.4618029234390055e-05,3.0292959891653644e-05
th_topic_dividend_count,0.1031903041660891,3.338200639964039e-05,3.338200639964039e-05,5.802078153400186e-05
th_emb_28,0.1031903041660891,3.24013165761361e-05,3.24013165761361e-05,0.00019144710442743076
kq_emb_30,0.1031903041660891,3.114974637059564e-05,3.114974637059564e-05,1.487307074546294e-05
th_emb_23,0.1031903041660891,2.914555835658028e-05,2.914555835658028e-05,2.5202396054538202e-05
th_emb_30,0.1031903041660891,2.7301449415162438e-05,2.7301449415162438e-05,3.788373526055225e-05
kq_emb_8,0.1031903041660891,2.258930100613732e-05,2.258930100613732e-05,1.2072958938535263e-05
th_topic_earnings_count,0.1031903041660891,1.7785683762805426e-05,1.7785683762805426e-05,1.0179733586536342e-05
kq_emb_norm,0.1031903041660891,1.7064632243024568e-05,1.7064632243024568e-05,6.8153901961784e-06
th_emb_0,0.1031903041660891,1.6243540184834872e-05,1.6243540184834872e-05,8.963466126271904e-06
kq_emb_28,0.1031903041660891,1.2736445644589978e-05,1.2736445644589978e-05,4.033702898215598e-05
kq_emb_17,0.1031903041660891,9.738263314362783e-06,9.738263314362783e-06,3.623388148544706e-05
kq_emb_24,0.1031903041660891,7.781590091782142e-06,7.781590091782142e-06,3.744607845613808e-05
kq_emb_3,0.1031903041660891,7.4265315505028795e-06,7.4265315505028795e-06,5.234084398648423e-05
kq_emb_21,0.1031903041660891,5.31961694107963e-06,5.31961694107963e-06,2.159264714013883e-05
news_count_3d,0.1031903041660891,2.4800484251352726e-06,2.4800484251352726e-06,8.341625384070346e-07
th_emb_norm,0.1031903041660891,1.6897150819206175e-06,1.6897150819206175e-06,7.590594276436998e-07
kq_emb_9,0.1031903041660891,1.4398962830064478e-06,1.4398962830064478e-06,3.282133833748742e-07
th_dispersion,0.1031903041660891,0.0,0.0,0.0
th_topic_macro_count,0.1031903041660891,0.0,0.0,0.0
kq_dispersion,0.1031903041660891,0.0,0.0,0.0
th_topic_ma_count,0.1031903041660891,0.0,0.0,0.0
kq_max_semantic_shock,0.1031903041660891,0.0,0.0,0.0
th_max_semantic_shock,0.1031903041660891,0.0,0.0,0.0
kq_topic_regulation_count,0.1031903041660891,0.0,0.0,0.0
kq_emb_7,0.1031903041660891,-9.053996021801681e-08,-9.053996021801681e-08,9.565067401851045e-08
th_emb_27,0.1031903041660891,-3.052503583456101e-07,-3.052503583456101e-07,3.929081957157212e-06
kq_emb_4,0.1031903041660891,-6.462671622298188e-07,-6.462671622298188e-07,2.9055992073221876e-06
th_topic_management_count,0.1031903041660891,-8.091942536481155e-07,-8.091942536481155e-07,5.056600374765504e-07
kq_topic_macro_count,0.1031903041660891,-4.309529394586064e-06,-4.309529394586064e-06,5.564660112576576e-06
th_emb_7,0.1031903041660891,-4.3145876253980475e-06,-4.3145876253980475e-06,0.00016903010720186902
th_emb_18,0.1031903041660891,-7.3842587886785435e-06,-7.3842587886785435e-06,2.7603347141296672e-05
kq_emb_5,0.1031903041660891,-8.406526806226111e-06,-8.406526806226111e-06,8.73282269771887e-06
kq_emb_26,0.1031903041660891,-8.638434948538e-06,-8.638434948538e-06,1.072015978610572e-05
kq_emb_10,0.1031903041660891,-9.387696892559915e-06,-9.387696892559915e-06,2.5466226354791264e-05
kq_novelty_30d,0.1031903041660891,-1.517360052736283e-05,-1.517360052736283e-05,3.4862326503752806e-05
kq_emb_29,0.1031903041660891,-1.5490727837952355e-05,-1.5490727837952355e-05,9.135385919676481e-06
kq_emb_22,0.1031903041660891,-1.699814724576143e-05,-1.699814724576143e-05,6.780100677706171e-06
th_emb_26,0.1031903041660891,-1.8905048722639427e-05,-1.8905048722639427e-05,5.1893157695200884e-05
th_emb_24,0.1031903041660891,-2.0320958722264136e-05,-2.0320958722264136e-05,2.692572496326432e-05
kq_emb_27,0.1031903041660891,-2.0488428298937045e-05,-2.0488428298937045e-05,1.178427705274092e-05
kq_topic_ma_count,0.1031903041660891,-2.28989836389637e-05,-2.28989836389637e-05,2.74648745086547e-05
kq_emb_31,0.1031903041660891,-2.4617494141820905e-05,-2.4617494141820905e-05,3.028403045927053e-05
kq_emb_1,0.1031903041660891,-2.947016185035345e-05,-2.947016185035345e-05,5.738177876075142e-06
th_emb_13,0.1031903041660891,-3.014978543347535e-05,-3.014978543347535e-05,2.9062479757672842e-05
th_emb_17,0.1031903041660891,-3.6845943598251554e-05,-3.6845943598251554e-05,0.00011641676631636383
th_emb_3,0.1031903041660891,-3.9324946774232925e-05,-3.9324946774232925e-05,8.268741625779671e-05
kq_emb_23,0.1031903041660891,-4.120240390843577e-05,-4.120240390843577e-05,3.7867588249299845e-05
th_emb_12,0.1031903041660891,-4.394700385674799e-05,-4.394700385674799e-05,2.7018681588526773e-05
th_emb_29,0.1031903041660891,-4.4480880549402356e-05,-4.4480880549402356e-05,8.90038784275534e-05
th_emb_8,0.1031903041660891,-4.456299803536901e-05,-4.456299803536901e-05,1.675341242789931e-05
th_topic_regulation_count,0.1031903041660891,-4.709088990471066e-05,-4.709088990471066e-05,9.716278359075819e-05
th_novelty_30d,0.1031903041660891,-4.85734441407093e-05,-4.85734441407093e-05,2.3265789794736032e-05
th_emb_21,0.1031903041660891,-5.829066793523463e-05,-5.829066793523463e-05,8.148178668067113e-05
kq_emb_12,0.1031903041660891,-6.182975416049174e-05,-6.182975416049174e-05,4.946640279724054e-05
kq_emb_0,0.1031903041660891,-6.202282595169084e-05,-6.202282595169084e-05,1.179578064725874e-05
kq_emb_6,0.1031903041660891,-6.953265717961621e-05,-6.953265717961621e-05,7.471514201116199e-05
kq_emb_2,0.1031903041660891,-7.700793175524634e-05,-7.700793175524634e-05,9.014627936991949e-05
th_topic_sector_count,0.1031903041660891,-9.385638209240544e-05,-9.385638209240544e-05,7.369785774761703e-05
news_count_1d,0.1031903041660891,-0.00010863923052550906,-0.00010863923052550906,9.825285895315667e-05
kq_emb_18,0.1031903041660891,-0.00011402490642955509,-0.00011402490642955509,1.337837959823192e-05
ewma_th_emb_8,0.1031903041660891,-0.00011483936848306619,-0.00011483936848306619,2.3816470359659035e-05
th_emb_10,0.1031903041660891,-0.0001353902858846734,-0.0001353902858846734,6.486310156526605e-05
kq_emb_16,0.1031903041660891,-0.0001364821777757541,-0.0001364821777757541,3.940133662417147e-05
kq_emb_20,0.1031903041660891,-0.00014704814262045396,-0.00014704814262045396,6.185689175485517e-05
ewma_th_emb_norm,0.1031903041660891,-0.00014886597931635938,-0.00014886597931635938,1.2235355157345931e-05
kq_topic_sector_count,0.1031903041660891,-0.00015117273576017442,-0.00015117273576017442,8.12152588119553e-05
th_emb_22,0.1031903041660891,-0.00015900336861458532,-0.00015900336861458532,8.41150354294973e-05
kq_topic_dividend_count,0.1031903041660891,-0.0002187617403999642,-0.0002187617403999642,0.00010988695186917732
ewma_kq_emb_30,0.1031903041660891,-0.000557122146004696,-0.000557122146004696,0.0005755596942217582
ewma_kq_emb_9,0.1031903041660891,-0.0006194070247081074,-0.0006194070247081074,0.00021140222938584256
ewma_kq_emb_1,0.1031903041660891,-0.0007471425136907905,-0.0007471425136907905,0.00011919785660167499
ewma_th_emb_22,0.1031903041660891,-0.00225210851465909,-0.00225210851465909,0.0002527838405697998
